x,y
-2.9823184360473043, 1.403688385235505
-2.947112710788377, 1.4009989443239268
-2.9119069855294497, 1.3995957577613642
-2.876701260270522, 1.3984264356258953
-2.841495535011595, 1.396789384636239
-2.8062898097526676, 1.3951523336465828
-2.77108408449374, 1.3939830115111138
-2.735878359234813, 1.392170562201137
-2.7006726339758855, 1.3906504434250275
-2.665466908716958, 1.3890133924353711
-2.630261183458031, 1.3872009431253944
-2.5950554581991034, 1.3855054260289648
-2.559849732940176, 1.3836929767189878
-2.524644007681249, 1.3819389935157846
-2.489438282422322, 1.379892679778714
-2.454232557163394, 1.3780802304687374
-2.4190268319044668, 1.3762093150519874
-2.3838211066455397, 1.3742214674216902
-2.3486153813866117, 1.3722336197913934
-2.3134096561276847, 1.370070373840776
-2.2782039308687576, 1.3681409923172523
-2.2429982056098297, 1.365977746366635
-2.2077924803509026, 1.363756034309244
-2.1725867550919755, 1.3613589239315331
-2.137381029833048, 1.3593126101944626
-2.1021753045741205, 1.356973965923525
-2.0669695793151934, 1.3544014572254934
-2.031763854056266, 1.352121279061329
-1.9965581287973384, 1.349724168683618
-1.9613524035384111, 1.347093193878813
-1.9261466782794838, 1.344696083501102
-1.8909409530205563, 1.3420066425895236
-1.855735227761629, 1.3392587355711718
-1.8205295025027017, 1.3365692946595935
-1.7853237772437742, 1.3339383198547887
-1.750118051984847, 1.3311319467296634
-1.7149123267259196, 1.328325573604538
-1.6797066014669921, 1.3252853360523191
-1.6445008762080648, 1.322362030713647
-1.6092951509491376, 1.3192048609478813
-1.5740894256902103, 1.3159892250753418
-1.538883700431283, 1.3128905214163493
-1.5036779751723555, 1.3096164194370368
-1.468472249913428, 1.306225385244177
-1.4332665246545009, 1.302892817158091
-1.3980607993955734, 1.299209452431364
-1.3628550741366459, 1.2955845538114106
-1.3276493488777188, 1.2917842568711368
-1.2924436236187913, 1.2879254938240896
-1.2572378983598638, 1.2840082646702689
-1.2220321731009367, 1.2797987049825812
-1.1868264478420092, 1.2755891452948933
-1.1516207225830817, 1.2711457211801116
-1.1164149973241546, 1.26670229706533
-1.081209272065227, 1.2619665424166813
-1.0460035468062996, 1.2569969233409386
-1.0107978215473725, 1.2517934398381023
-0.975592096288445, 1.246473024121719
-0.9403863710295175, 1.2407433456579215
-0.9051806457705904, 1.234838268873804
-0.8699749205116629, 1.228640861555819
-0.8347691952527359, 1.2218587931701
-0.7995634699938083, 1.2146674620369664
-0.7643577447348808, 1.2068914698360986
-0.7291520194759538, 1.1987646809945902
-0.6939462942170262, 1.1897609005514802
-0.6587405689580987, 1.1803478573609558
-0.6235348436991717, 1.169765492034963
-0.5883291184402442, 1.1583646012141415
-0.5531233931813166, 1.1461451848984923
-0.5195179281614317, 1.1330429303705638
-0.4875127233805885, 1.1189584452488415
-0.4571077788387874, 1.1045952716848326
-0.429903354775071, 1.0903392859832415
-0.4042991909503968, 1.0758689245568145
-0.38029528736476426, 1.0608932489218459
-0.3578916440181743, 1.0460094485975209
-0.34188904162775247, 1.030850022341264
-0.3226859187592468, 1.0160045033963743
-0.30377375229783965, 1.001090773993582
-0.28890264704613466, 0.9874032087745105
-0.27307785134894, 0.9732901402228101
-0.25725305565174583, 0.9584624859216566
-0.24427316704618152, 0.9441082446795158
-0.2330713453728861, 0.9307059337393251
-0.22026926346054898, 0.9164537761756777
-0.20746718154821187, 0.9007775512970484
-0.19466509963587475, 0.8852276549705548
-0.18506353820162147, 0.8700682287142979
-0.17226145628928435, 0.8551959128038036
